Date,store_id,daily_sales,promotion_active,store_size,city_population,day_of_week,month,day_of_month,is_weekend,time_idx
2021-03-05,store_2,177.13379522018369,1,medium,200000,4,3,5,1,63
2021-03-06,store_2,208.6473017671894,1,medium,200000,5,3,6,1,64
2021-03-07,store_2,152.31727102857303,0,medium,200000,6,3,7,1,65
2021-03-08,store_2,102.10723677243205,0,medium,200000,0,3,8,0,66
2021-03-09,store_2,97.39241104406295,0,medium,200000,1,3,9,0,67
2021-03-10,store_2,108.11481296552952,0,medium,200000,2,3,10,0,68
2021-03-11,store_2,118.93158034452364,0,medium,200000,3,3,11,0,69
2021-03-12,store_2,191.0485045581858,1,medium,200000,4,3,12,1,70
2021-03-13,store_2,209.3671116568263,1,medium,200000,5,3,13,1,71
2021-03-14,store_2,123.44330306704569,0,medium,200000,6,3,14,1,72
2021-03-15,store_2,102.66424367629371,0,medium,200000,0,3,15,0,73
2021-03-16,store_2,99.17078614377394,0,medium,200000,1,3,16,0,74
2021-03-17,store_2,99.96933000618736,0,medium,200000,2,3,17,0,75
2021-03-18,store_2,150.33000565063202,1,medium,200000,3,3,18,0,76
2021-03-19,store_2,190.95612090797835,1,medium,200000,4,3,19,1,77
2021-03-20,store_2,218.26488708173633,1,medium,200000,5,3,20,1,78
2021-03-21,store_2,214.44347229342156,1,medium,200000,6,3,21,1,79
2021-03-22,store_2,107.06572165358702,0,medium,200000,0,3,22,0,80
2021-03-23,store_2,109.05228844864143,0,medium,200000,1,3,23,0,81
2021-03-24,store_2,120.24857955107186,0,medium,200000,2,3,24,0,82
2021-03-25,store_2,163.04312647744726,1,medium,200000,3,3,25,0,83
2021-03-26,store_2,183.29188792384554,1,medium,200000,4,3,26,1,84
2021-03-27,store_2,199.47054889443626,1,medium,200000,5,3,27,1,85
2021-03-28,store_2,143.02942771956276,0,medium,200000,6,3,28,1,86
2021-03-29,store_2,98.93333531768035,0,medium,200000,0,3,29,0,87
2021-03-30,store_2,109.06739365970967,0,medium,200000,1,3,30,0,88
2021-03-31,store_2,111.58413734156942,0,medium,200000,2,3,31,0,89
2021-04-01,store_2,206.37990636544868,1,medium,200000,3,4,1,0,90
2021-04-02,store_2,217.06693579294253,1,medium,200000,4,4,2,1,91
2021-04-03,store_2,274.5446337620777,1,medium,200000,5,4,3,1,92
2021-04-04,store_2,162.63761230147503,0,medium,200000,6,4,4,1,93
2021-04-05,store_2,109.02639019619606,0,medium,200000,0,4,5,0,94
2021-04-06,store_2,122.26296567573227,0,medium,200000,1,4,6,0,95
2021-04-07,store_2,122.04520105001617,0,medium,200000,2,4,7,0,96
2021-04-08,store_2,143.4085447936702,0,medium,200000,3,4,8,0,97
2021-04-09,store_2,206.85810462247838,1,medium,200000,4,4,9,1,98
2021-04-10,store_2,240.99031433531852,1,medium,200000,5,4,10,1,99
2021-04-11,store_2,161.4545887400494,0,medium,200000,6,4,11,1,100
2021-04-12,store_2,118.59704966357421,0,medium,200000,0,4,12,0,101
2021-04-13,store_2,119.9030202001803,0,medium,200000,1,4,13,0,102
2021-04-14,store_2,123.14711091748528,0,medium,200000,2,4,14,0,103
2021-04-15,store_2,144.7278276778393,0,medium,200000,3,4,15,0,104
2021-04-16,store_2,200.97891579751905,1,medium,200000,4,4,16,1,105
2021-04-17,store_2,248.60775544912258,1,medium,200000,5,4,17,1,106
2021-04-18,store_2,170.85632808853438,0,medium,200000,6,4,18,1,107
2021-04-19,store_2,105.21556133740366,0,medium,200000,0,4,19,0,108
2021-04-20,store_2,123.83963632003577,0,medium,200000,1,4,20,0,109
2021-04-21,store_2,120.59614741546591,0,medium,200000,2,4,21,0,110
2021-04-22,store_2,139.19065006168256,0,medium,200000,3,4,22,0,111
2021-04-23,store_2,199.99222392459345,1,medium,200000,4,4,23,1,112
2021-04-24,store_2,256.93106134307726,1,medium,200000,5,4,24,1,113
2021-04-25,store_2,174.7229411287946,0,medium,200000,6,4,25,1,114
2021-04-26,store_2,119.57254917859657,0,medium,200000,0,4,26,0,115
2021-04-27,store_2,122.535611122753,0,medium,200000,1,4,27,0,116
2021-04-28,store_2,125.92275631616185,0,medium,200000,2,4,28,0,117
2021-04-29,store_2,129.92280683398764,0,medium,200000,3,4,29,0,118
2021-04-30,store_2,225.7066720053881,1,medium,200000,4,4,30,1,119
2021-05-01,store_2,251.2203479393112,1,medium,200000,5,5,1,1,120
2021-05-02,store_2,164.56636731657193,0,medium,200000,6,5,2,1,121
2021-05-03,store_2,186.2557936273667,1,medium,200000,0,5,3,0,122
2021-05-04,store_2,121.8107801981454,0,medium,200000,1,5,4,0,123
2021-05-05,store_2,127.20603081018207,0,medium,200000,2,5,5,0,124
2021-05-06,store_2,130.118109093405,0,medium,200000,3,5,6,0,125
2021-05-07,store_2,215.07725085061506,1,medium,200000,4,5,7,1,126
2021-05-08,store_2,259.4184465690941,1,medium,200000,5,5,8,1,127
2021-05-09,store_2,175.7911223773,0,medium,200000,6,5,9,1,128
2021-05-10,store_2,125.97112043878577,0,medium,200000,0,5,10,0,129
2021-05-11,store_2,130.2881555706971,0,medium,200000,1,5,11,0,130
2021-05-12,store_2,132.362203368529,0,medium,200000,2,5,12,0,131
2021-05-13,store_2,138.9419279952928,0,medium,200000,3,5,13,0,132
2021-05-14,store_2,226.16886320152472,1,medium,200000,4,5,14,1,133
2021-05-15,store_2,277.25224242478413,1,medium,200000,5,5,15,1,134
2021-05-16,store_2,174.89150026636207,0,medium,200000,6,5,16,1,135
2021-05-17,store_2,176.26133248391884,1,medium,200000,0,5,17,0,136
2021-05-18,store_2,120.7209253142461,0,medium,200000,1,5,18,0,137
2021-05-19,store_2,124.06208281791035,0,medium,200000,2,5,19,0,138
2021-05-20,store_2,145.10250202767125,0,medium,200000,3,5,20,0,139
2021-05-21,store_2,227.0652923850224,1,medium,200000,4,5,21,1,140
2021-05-22,store_2,268.36695104714676,1,medium,200000,5,5,22,1,141
2021-05-23,store_2,172.78888181067677,0,medium,200000,6,5,23,1,142
2021-05-24,store_2,128.8792057935011,0,medium,200000,0,5,24,0,143
2021-05-25,store_2,124.03327511480653,0,medium,200000,1,5,25,0,144
2021-05-26,store_2,140.20395090648526,0,medium,200000,2,5,26,0,145
2021-05-27,store_2,140.24415307841812,0,medium,200000,3,5,27,0,146
2021-05-28,store_2,214.1148719204148,1,medium,200000,4,5,28,1,147
2021-05-29,store_2,268.74044351351307,1,medium,200000,5,5,29,1,148
2021-05-30,store_2,177.58565304787848,0,medium,200000,6,5,30,1,149
2021-05-31,store_2,122.63813062338657,0,medium,200000,0,5,31,0,150
2021-06-01,store_2,121.90511946849567,0,medium,200000,1,6,1,0,151
2021-06-02,store_2,127.57157159707944,0,medium,200000,2,6,2,0,152
2021-06-03,store_2,225.36742569245865,1,medium,200000,3,6,3,0,153
2021-06-04,store_2,223.42192234518706,1,medium,200000,4,6,4,1,154
2021-06-05,store_2,258.31686232121854,1,medium,200000,5,6,5,1,155
2021-06-06,store_2,167.14906580801517,0,medium,200000,6,6,6,1,156
2021-06-07,store_2,120.8815446071723,0,medium,200000,0,6,7,0,157
2021-06-08,store_2,124.63764952471517,0,medium,200000,1,6,8,0,158
2021-06-09,store_2,128.0648374599355,0,medium,200000,2,6,9,0,159
2021-06-10,store_2,132.26614874202318,0,medium,200000,3,6,10,0,160
2021-06-11,store_2,210.21589830550406,1,medium,200000,4,6,11,1,161
2021-06-12,store_2,209.9232445059063,1,medium,200000,5,6,12,1,162
2021-06-13,store_2,168.07993492747454,0,medium,200000,6,6,13,1,163
2021-06-14,store_2,112.34855622401635,0,medium,200000,0,6,14,0,164
2021-06-15,store_2,131.25149113345708,0,medium,200000,1,6,15,0,165
2021-06-16,store_2,128.10457236859904,0,medium,200000,2,6,16,0,166
2021-06-17,store_2,126.40297758533876,0,medium,200000,3,6,17,0,167
2021-06-18,store_2,210.6809252292101,1,medium,200000,4,6,18,1,168
2021-06-19,store_2,236.57506036819788,1,medium,200000,5,6,19,1,169
2021-06-20,store_2,170.37670163710249,0,medium,200000,6,6,20,1,170
2021-06-21,store_2,116.91279252276001,0,medium,200000,0,6,21,0,171
2021-06-22,store_2,191.21371915398373,1,medium,200000,1,6,22,0,172
2021-06-23,store_2,123.00012934906214,0,medium,200000,2,6,23,0,173
2021-06-24,store_2,134.70873157523732,0,medium,200000,3,6,24,0,174
2021-06-25,store_2,196.9209381496259,1,medium,200000,4,6,25,1,175
2021-06-26,store_2,258.5567235985251,1,medium,200000,5,6,26,1,176
2021-06-27,store_2,256.2996704163139,1,medium,200000,6,6,27,1,177
2021-06-28,store_2,177.25527546323045,1,medium,200000,0,6,28,0,178
2021-06-29,store_2,121.73896953528131,0,medium,200000,1,6,29,0,179
2021-06-30,store_2,130.80545595408276,0,medium,200000,2,6,30,0,180
2021-07-01,store_2,138.44036286992954,0,medium,200000,3,7,1,0,181
2021-07-02,store_2,198.5416045021535,1,medium,200000,4,7,2,1,182
2021-07-03,store_2,239.70559412903586,1,medium,200000,5,7,3,1,183
2021-07-04,store_2,150.09892121489284,0,medium,200000,6,7,4,1,184
2021-07-05,store_2,105.12139464753014,0,medium,200000,0,7,5,0,185
2021-07-06,store_2,116.57541963197363,0,medium,200000,1,7,6,0,186
2021-07-07,store_2,128.86601544085983,0,medium,200000,2,7,7,0,187
2021-07-08,store_2,126.59998811654606,0,medium,200000,3,7,8,0,188
2021-07-09,store_2,199.16656421972561,1,medium,200000,4,7,9,1,189
2021-07-10,store_2,233.36423892423042,1,medium,200000,5,7,10,1,190
2021-07-11,store_2,231.86279116322453,1,medium,200000,6,7,11,1,191
2021-07-12,store_2,111.58555078072769,0,medium,200000,0,7,12,0,192
2021-07-13,store_2,107.39327983871908,0,medium,200000,1,7,13,0,193
2021-07-14,store_2,130.03150420440218,0,medium,200000,2,7,14,0,194
2021-07-15,store_2,124.05725361267001,0,medium,200000,3,7,15,0,195
2021-07-16,store_2,208.95470011785113,1,medium,200000,4,7,16,1,196
2021-07-17,store_2,223.22937948834573,1,medium,200000,5,7,17,1,197
2021-07-18,store_2,164.23993430487053,0,medium,200000,6,7,18,1,198
2021-07-19,store_2,170.5983298172672,1,medium,200000,0,7,19,0,199
2021-07-20,store_2,118.39063804513721,0,medium,200000,1,7,20,0,200
2021-07-21,store_2,116.20406886228797,0,medium,200000,2,7,21,0,201
2021-07-22,store_2,130.01258618568653,0,medium,200000,3,7,22,0,202
2021-07-23,store_2,189.86903698993711,1,medium,200000,4,7,23,1,203
2021-07-24,store_2,235.50623551375196,1,medium,200000,5,7,24,1,204
2021-07-25,store_2,167.21387762457346,0,medium,200000,6,7,25,1,205
2021-07-26,store_2,114.49305232775231,0,medium,200000,0,7,26,0,206
2021-07-27,store_2,174.48452879811782,1,medium,200000,1,7,27,0,207
2021-07-28,store_2,174.59957107166323,1,medium,200000,2,7,28,0,208
2021-07-29,store_2,132.6415884717292,0,medium,200000,3,7,29,0,209
2021-07-30,store_2,202.13340300710206,1,medium,200000,4,7,30,1,210
2021-07-31,store_2,210.98565943575224,1,medium,200000,5,7,31,1,211
2021-08-01,store_2,157.0911065047185,0,medium,200000,6,8,1,1,212
2021-08-02,store_2,104.54277846362146,0,medium,200000,0,8,2,0,213
2021-08-03,store_2,117.13806714384233,0,medium,200000,1,8,3,0,214
2021-08-04,store_2,109.95099198748592,0,medium,200000,2,8,4,0,215
2021-08-05,store_2,102.74705458428895,0,medium,200000,3,8,5,0,216
2021-08-06,store_2,194.64424538385705,1,medium,200000,4,8,6,1,217
2021-08-07,store_2,230.1970311449568,1,medium,200000,5,8,7,1,218
2021-08-08,store_2,138.48593017786934,0,medium,200000,6,8,8,1,219
2021-08-09,store_2,99.61333009322877,0,medium,200000,0,8,9,0,220
2021-08-10,store_2,125.79838500776552,0,medium,200000,1,8,10,0,221
2021-08-11,store_2,114.6181168105077,0,medium,200000,2,8,11,0,222
2021-08-12,store_2,126.695071088935,0,medium,200000,3,8,12,0,223
2021-08-13,store_2,185.84094637518083,1,medium,200000,4,8,13,1,224
2021-08-14,store_2,203.3079816826178,1,medium,200000,5,8,14,1,225
2021-08-15,store_2,150.08326050078173,0,medium,200000,6,8,15,1,226
2021-08-16,store_2,155.1206818874742,1,medium,200000,0,8,16,0,227
2021-08-17,store_2,162.63949050396064,1,medium,200000,1,8,17,0,228
2021-08-18,store_2,115.80466869143977,0,medium,200000,2,8,18,0,229
2021-08-19,store_2,123.92333940483513,0,medium,200000,3,8,19,0,230
2021-08-20,store_2,190.77217413210224,1,medium,200000,4,8,20,1,231
2021-08-21,store_2,212.8260207330866,1,medium,200000,5,8,21,1,232
2021-08-22,store_2,155.15224339426854,0,medium,200000,6,8,22,1,233
2021-08-23,store_2,94.65175950279352,0,medium,200000,0,8,23,0,234
2021-08-24,store_2,99.36043972024282,0,medium,200000,1,8,24,0,235
2021-08-25,store_2,120.85536043180666,0,medium,200000,2,8,25,0,236
2021-08-26,store_2,125.48921830883118,0,medium,200000,3,8,26,0,237
2021-08-27,store_2,191.78763409617622,1,medium,200000,4,8,27,1,238
2021-08-28,store_2,211.470023945006,1,medium,200000,5,8,28,1,239
2021-08-29,store_2,146.2035187530546,0,medium,200000,6,8,29,1,240
2021-08-30,store_2,103.56300667533841,0,medium,200000,0,8,30,0,241
2021-08-31,store_2,101.94219216011304,0,medium,200000,1,8,31,0,242
2021-09-01,store_2,118.2252991118375,0,medium,200000,2,9,1,0,243
2021-09-02,store_2,133.11616583388874,0,medium,200000,3,9,2,0,244
2021-09-03,store_2,217.05217337465123,1,medium,200000,4,9,3,1,245
2021-09-04,store_2,234.4297184712483,1,medium,200000,5,9,4,1,246
2021-09-05,store_2,165.68769366611042,0,medium,200000,6,9,5,1,247
2021-09-06,store_2,99.95782563359386,0,medium,200000,0,9,6,0,248
2021-09-07,store_2,120.53572286319854,0,medium,200000,1,9,7,0,249
2021-09-08,store_2,117.9031687941804,0,medium,200000,2,9,8,0,250
2021-09-09,store_2,130.9773514042984,0,medium,200000,3,9,9,0,251
2021-09-10,store_2,200.2139718260541,1,medium,200000,4,9,10,1,252
2021-09-11,store_2,255.42554555748893,1,medium,200000,5,9,11,1,253
2021-09-12,store_2,152.76781260219252,0,medium,200000,6,9,12,1,254
2021-09-13,store_2,114.0790124008658,0,medium,200000,0,9,13,0,255
2021-09-14,store_2,115.13196829119417,0,medium,200000,1,9,14,0,256
2021-09-15,store_2,121.94766211368474,0,medium,200000,2,9,15,0,257
2021-09-16,store_2,127.89199558217895,0,medium,200000,3,9,16,0,258
2021-09-17,store_2,194.27899769914708,1,medium,200000,4,9,17,1,259
2021-09-18,store_2,239.59265551912407,1,medium,200000,5,9,18,1,260
2021-09-19,store_2,159.35515589539318,0,medium,200000,6,9,19,1,261
2021-09-20,store_2,112.0147101135541,0,medium,200000,0,9,20,0,262
2021-09-21,store_2,117.33303438527106,0,medium,200000,1,9,21,0,263
2021-09-22,store_2,127.90783513516436,0,medium,200000,2,9,22,0,264
2021-09-23,store_2,135.12621849449866,0,medium,200000,3,9,23,0,265
2021-09-24,store_2,192.32458538982524,1,medium,200000,4,9,24,1,266
2021-09-25,store_2,250.33845291389886,1,medium,200000,5,9,25,1,267
2021-09-26,store_2,150.4710274273243,0,medium,200000,6,9,26,1,268
2021-09-27,store_2,114.0065748467512,0,medium,200000,0,9,27,0,269
2021-09-28,store_2,120.53776614473024,0,medium,200000,1,9,28,0,270
2021-09-29,store_2,111.31749531634895,0,medium,200000,2,9,29,0,271
2021-09-30,store_2,129.84648806373062,0,medium,200000,3,9,30,0,272
2021-10-01,store_2,198.36100299782908,1,medium,200000,4,10,1,1,273
2021-10-02,store_2,230.964007564555,1,medium,200000,5,10,2,1,274
2021-10-03,store_2,170.8737745172159,0,medium,200000,6,10,3,1,275
2021-10-04,store_2,107.20074962916351,0,medium,200000,0,10,4,0,276
2021-10-05,store_2,112.27358046090785,0,medium,200000,1,10,5,0,277
2021-10-06,store_2,123.62538833995751,0,medium,200000,2,10,6,0,278
2021-10-07,store_2,133.76249444673942,0,medium,200000,3,10,7,0,279
2021-10-08,store_2,201.81077805644216,1,medium,200000,4,10,8,1,280
2021-10-09,store_2,254.23672842396596,1,medium,200000,5,10,9,1,281
2021-10-10,store_2,164.41835026479777,0,medium,200000,6,10,10,1,282
2021-10-11,store_2,98.81689465328901,0,medium,200000,0,10,11,0,283
2021-10-12,store_2,113.96694387928707,0,medium,200000,1,10,12,0,284
2021-10-13,store_2,119.77677382129212,0,medium,200000,2,10,13,0,285
2021-10-14,store_2,132.51445387525865,0,medium,200000,3,10,14,0,286
2021-10-15,store_2,176.68957403987594,1,medium,200000,4,10,15,1,287
2021-10-16,store_2,271.01898658018143,1,medium,200000,5,10,16,1,288
2021-10-17,store_2,164.52491462323087,0,medium,200000,6,10,17,1,289
2021-10-18,store_2,111.79208311987941,0,medium,200000,0,10,18,0,290
2021-10-19,store_2,186.09327979276182,1,medium,200000,1,10,19,0,291
2021-10-20,store_2,137.76914005449925,0,medium,200000,2,10,20,0,292
2021-10-21,store_2,135.13413131927263,0,medium,200000,3,10,21,0,293
2021-10-22,store_2,213.16757841573127,1,medium,200000,4,10,22,1,294
2021-10-23,store_2,242.10907639778694,1,medium,200000,5,10,23,1,295
2021-10-24,store_2,159.23811844298515,0,medium,200000,6,10,24,1,296
2021-10-25,store_2,108.39610347401998,0,medium,200000,0,10,25,0,297
2021-10-26,store_2,112.37549184431931,0,medium,200000,1,10,26,0,298
2021-10-27,store_2,119.15910572324917,0,medium,200000,2,10,27,0,299
2021-10-28,store_2,120.8295045033275,0,medium,200000,3,10,28,0,300
2021-10-29,store_2,202.87151661433924,1,medium,200000,4,10,29,1,301
2021-10-30,store_2,220.41807250764433,1,medium,200000,5,10,30,1,302
2021-10-31,store_2,162.00825796754964,0,medium,200000,6,10,31,1,303
2021-11-01,store_2,116.45279692591606,0,medium,200000,0,11,1,0,304
2021-11-02,store_2,186.0933598749274,1,medium,200000,1,11,2,0,305
2021-11-03,store_2,126.26658102660544,0,medium,200000,2,11,3,0,306
2021-11-04,store_2,157.09160719971814,0,medium,200000,3,11,4,0,307
2021-11-05,store_2,228.51487502944968,1,medium,200000,4,11,5,1,308
2021-11-06,store_2,237.15329394465908,1,medium,200000,5,11,6,1,309
2021-11-07,store_2,170.57196291967907,0,medium,200000,6,11,7,1,310
2021-11-08,store_2,169.78645162485213,1,medium,200000,0,11,8,0,311
2021-11-09,store_2,116.98572125050656,0,medium,200000,1,11,9,0,312
2021-11-10,store_2,181.56323669731268,1,medium,200000,2,11,10,0,313
2021-11-11,store_2,139.1782664369101,0,medium,200000,3,11,11,0,314
2021-11-12,store_2,206.80765769325586,1,medium,200000,4,11,12,1,315
2021-11-13,store_2,265.2983373261127,1,medium,200000,5,11,13,1,316
2021-11-14,store_2,177.10078408265292,0,medium,200000,6,11,14,1,317
2021-11-15,store_2,124.83976629812602,0,medium,200000,0,11,15,0,318
2021-11-16,store_2,118.06048099246719,0,medium,200000,1,11,16,0,319
2021-11-17,store_2,132.90394810422103,0,medium,200000,2,11,17,0,320
2021-11-18,store_2,140.63270275530792,0,medium,200000,3,11,18,0,321
2021-11-19,store_2,209.16032779592328,1,medium,200000,4,11,19,1,322
2021-11-20,store_2,243.4444246125256,1,medium,200000,5,11,20,1,323
2021-11-21,store_2,273.6185948521539,1,medium,200000,6,11,21,1,324
2021-11-22,store_2,118.21984793342666,0,medium,200000,0,11,22,0,325
2021-11-23,store_2,127.31926127884863,0,medium,200000,1,11,23,0,326
2021-11-24,store_2,124.56245304654762,0,medium,200000,2,11,24,0,327
2021-11-25,store_2,192.14015798408897,1,medium,200000,3,11,25,0,328
2021-11-26,store_2,208.27367564130853,1,medium,200000,4,11,26,1,329
2021-11-27,store_2,251.8073221857182,1,medium,200000,5,11,27,1,330
2021-11-28,store_2,159.9453631200594,0,medium,200000,6,11,28,1,331
2021-11-29,store_2,116.90784490467482,0,medium,200000,0,11,29,0,332
2021-11-30,store_2,113.0504397903268,0,medium,200000,1,11,30,0,333
2021-12-01,store_2,151.92165202876885,0,medium,200000,2,12,1,0,334
2021-12-02,store_2,174.66567331904716,0,medium,200000,3,12,2,0,335
2021-12-03,store_2,273.6084923430043,1,medium,200000,4,12,3,1,336
2021-12-04,store_2,307.7577516862073,1,medium,200000,5,12,4,1,337
2021-12-05,store_2,198.64101698550792,0,medium,200000,6,12,5,1,338
2021-12-06,store_2,137.46348374228256,0,medium,200000,0,12,6,0,339
2021-12-07,store_2,150.1168721823236,0,medium,200000,1,12,7,0,340
2021-12-08,store_2,166.2273634400165,0,medium,200000,2,12,8,0,341
2021-12-09,store_2,176.95373057093965,0,medium,200000,3,12,9,0,342
2021-12-10,store_2,259.16313654742476,1,medium,200000,4,12,10,1,343
2021-12-11,store_2,295.9939011994388,1,medium,200000,5,12,11,1,344
2021-12-12,store_2,212.23059646787246,0,medium,200000,6,12,12,1,345
2021-12-13,store_2,139.02982783126208,0,medium,200000,0,12,13,0,346
2021-12-14,store_2,149.10364383825606,0,medium,200000,1,12,14,0,347
2021-12-15,store_2,171.81901513202587,0,medium,200000,2,12,15,0,348
2021-12-16,store_2,176.21172409005987,0,medium,200000,3,12,16,0,349
2021-12-17,store_2,268.0322301698354,1,medium,200000,4,12,17,1,350
2021-12-18,store_2,294.3227860996285,1,medium,200000,5,12,18,1,351
2021-12-19,store_2,211.7753825512577,0,medium,200000,6,12,19,1,352
2021-12-20,store_2,152.80278507441614,0,medium,200000,0,12,20,0,353
2021-12-21,store_2,225.4373663569092,1,medium,200000,1,12,21,0,354
2021-12-22,store_2,172.13759436089697,0,medium,200000,2,12,22,0,355
2021-12-23,store_2,180.26687711334904,0,medium,200000,3,12,23,0,356
2021-12-24,store_2,288.2385058753459,1,medium,200000,4,12,24,1,357
2021-12-25,store_2,319.3135510885742,1,medium,200000,5,12,25,1,358
2021-12-26,store_2,215.85345392422116,0,medium,200000,6,12,26,1,359
2021-12-27,store_2,155.4526761847195,0,medium,200000,0,12,27,0,360
2021-12-28,store_2,156.69510765763908,0,medium,200000,1,12,28,0,361
2021-12-29,store_2,157.30435992626602,0,medium,200000,2,12,29,0,362
2021-12-30,store_2,165.63107791559872,0,medium,200000,3,12,30,0,363
2021-12-31,store_2,269.4490165767306,1,medium,200000,4,12,31,1,364
2022-01-01,store_2,226.46700114299205,1,medium,200000,5,1,1,1,365
2022-01-02,store_2,160.2509601025518,0,medium,200000,6,1,2,1,366
2022-01-03,store_2,117.8807670649545,0,medium,200000,0,1,3,0,367
2022-01-04,store_2,105.04750886428235,0,medium,200000,1,1,4,0,368
2022-01-05,store_2,133.72203663286817,0,medium,200000,2,1,5,0,369
2022-01-06,store_2,137.73373372182527,0,medium,200000,3,1,6,0,370
2022-01-07,store_2,200.2450358418301,1,medium,200000,4,1,7,1,371
2022-01-08,store_2,248.8252757189387,1,medium,200000,5,1,8,1,372
2022-01-09,store_2,161.53594471416082,0,medium,200000,6,1,9,1,373
2022-01-10,store_2,118.70240314922324,0,medium,200000,0,1,10,0,374
2022-01-11,store_2,123.84872856284244,0,medium,200000,1,1,11,0,375
2022-01-12,store_2,115.57341173469634,0,medium,200000,2,1,12,0,376
2022-01-13,store_2,134.3303829760404,0,medium,200000,3,1,13,0,377
2022-01-14,store_2,202.97929409847308,1,medium,200000,4,1,14,1,378
2022-01-15,store_2,243.40267505294503,1,medium,200000,5,1,15,1,379
2022-01-16,store_2,155.72980335423694,0,medium,200000,6,1,16,1,380
2022-01-17,store_2,121.67734890042885,0,medium,200000,0,1,17,0,381
2022-01-18,store_2,186.40035630133758,1,medium,200000,1,1,18,0,382
2022-01-19,store_2,119.75288803694205,0,medium,200000,2,1,19,0,383
2022-01-20,store_2,121.86825537109911,0,medium,200000,3,1,20,0,384
2022-01-21,store_2,201.26176996767774,1,medium,200000,4,1,21,1,385
2022-01-22,store_2,247.82338644878737,1,medium,200000,5,1,22,1,386
2022-01-23,store_2,163.65962720678507,0,medium,200000,6,1,23,1,387
2022-01-24,store_2,118.98395998304416,0,medium,200000,0,1,24,0,388
2022-01-25,store_2,122.86807092883586,0,medium,200000,1,1,25,0,389
2022-01-26,store_2,130.46433122305882,0,medium,200000,2,1,26,0,390
2022-01-27,store_2,199.20154629433333,1,medium,200000,3,1,27,0,391
2022-01-28,store_2,191.08574503630467,1,medium,200000,4,1,28,1,392
2022-01-29,store_2,240.334103845073,1,medium,200000,5,1,29,1,393
2022-01-30,store_2,170.3979960639158,0,medium,200000,6,1,30,1,394
2022-01-31,store_2,111.75135969998432,0,medium,200000,0,1,31,0,395
2022-02-01,store_2,109.12534883378724,0,medium,200000,1,2,1,0,396
2022-02-02,store_2,110.27449284321793,0,medium,200000,2,2,2,0,397
2022-02-03,store_2,111.61509362929243,0,medium,200000,3,2,3,0,398
2022-02-04,store_2,183.79296659602647,1,medium,200000,4,2,4,1,399
2022-02-05,store_2,221.95524801523894,1,medium,200000,5,2,5,1,400
2022-02-06,store_2,140.95403905074468,0,medium,200000,6,2,6,1,401
2022-02-07,store_2,149.56688856821586,1,medium,200000,0,2,7,0,402
2022-02-08,store_2,101.5123427167958,0,medium,200000,1,2,8,0,403
2022-02-09,store_2,177.61080365038217,1,medium,200000,2,2,9,0,404
2022-02-10,store_2,116.01578366132989,0,medium,200000,3,2,10,0,405
2022-02-11,store_2,198.49335877023782,1,medium,200000,4,2,11,1,406
2022-02-12,store_2,235.43549497703572,1,medium,200000,5,2,12,1,407
2022-02-13,store_2,145.23391297592863,0,medium,200000,6,2,13,1,408
2022-02-14,store_2,143.81095233994316,1,medium,200000,0,2,14,0,409
2022-02-15,store_2,95.46759842847949,0,medium,200000,1,2,15,0,410
2022-02-16,store_2,103.94524071223327,0,medium,200000,2,2,16,0,411
2022-02-17,store_2,109.73098335938576,0,medium,200000,3,2,17,0,412
2022-02-18,store_2,197.93229571082162,1,medium,200000,4,2,18,1,413
2022-02-19,store_2,220.1243742708226,1,medium,200000,5,2,19,1,414
2022-02-20,store_2,148.7604258574462,0,medium,200000,6,2,20,1,415
2022-02-21,store_2,89.81291913439317,0,medium,200000,0,2,21,0,416
2022-02-22,store_2,100.26349212930434,0,medium,200000,1,2,22,0,417
2022-02-23,store_2,117.25508545790417,0,medium,200000,2,2,23,0,418
2022-02-24,store_2,119.59026143271726,0,medium,200000,3,2,24,0,419
2022-02-25,store_2,183.9241154357117,1,medium,200000,4,2,25,1,420
2022-02-26,store_2,225.18145937249693,1,medium,200000,5,2,26,1,421
2022-02-27,store_2,157.95320759714312,0,medium,200000,6,2,27,1,422
2022-02-28,store_2,99.9764328243287,0,medium,200000,0,2,28,0,423
2022-03-01,store_2,109.46970072824739,0,medium,200000,1,3,1,0,424
2022-03-02,store_2,115.94934648335047,0,medium,200000,2,3,2,0,425
2022-03-03,store_2,135.02058196202006,0,medium,200000,3,3,3,0,426
2022-03-04,store_2,169.63200287718217,1,medium,200000,4,3,4,1,427
2022-03-05,store_2,231.65813244861948,1,medium,200000,5,3,5,1,428
2022-03-06,store_2,148.4935247325399,0,medium,200000,6,3,6,1,429
2022-03-07,store_2,106.33651129616041,0,medium,200000,0,3,7,0,430
2022-03-08,store_2,105.57287787657599,0,medium,200000,1,3,8,0,431
2022-03-09,store_2,114.63526303458745,0,medium,200000,2,3,9,0,432
2022-03-10,store_2,124.96583329496914,0,medium,200000,3,3,10,0,433
2022-03-11,store_2,219.16459394658517,1,medium,200000,4,3,11,1,434
2022-03-12,store_2,233.20455451445787,1,medium,200000,5,3,12,1,435
2022-03-13,store_2,143.1089579787648,0,medium,200000,6,3,13,1,436
2022-03-14,store_2,151.9194480447478,1,medium,200000,0,3,14,0,437
2022-03-15,store_2,106.75404196177992,0,medium,200000,1,3,15,0,438
2022-03-16,store_2,104.66576168398824,0,medium,200000,2,3,16,0,439
